Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
TOYOTA,New,Petrol,55000.0,Corolla GLI,1925000.0,Karachi,Cash,2016.0
SUZUKI,Used,Petrol,33000.0,Bolan,690000.0,Karachi,Cash,2016.0
DAIHATSU,Used,Petrol,35000.0,Mira,1200000.0,Karachi,Cash,2016.0
TOYOTA,New,Petrol,56000.0,Corolla GLI,1850000.0,Karachi,Cash,2016.0
SUZUKI,Used,Petrol,42500.0,Wagon R,1025000.0,Karachi,Cash,2016.0
DAIHATSU,New,Petrol,2016.0,Move,865000.0,Islamabad,Cash,2016.0
TOYOTA,Used,Petrol,57000.0,Corolla XLI,1850000.0,Rawalpindi,Cash,2016.0
DAIHATSU,New,Petrol,15000.0,Cast,1375000.0,Karachi,Cash,2016.0
NISSAN,Used,Petrol,1.0,Clipper,800000.0,Karachi,Cash,2016.0
TOYOTA,New,Hybrid,40000.0,Aqua,2330000.0,Karachi,Cash,2016.0
DAIHATSU,New,Petrol,7000.0,Move,1275000.0,Lahore,Cash,2016.0
SUZUKI,Used,Petrol,45000.0,Mehran VX,630000.0,Islamabad,Cash,2016.0
NISSAN,New,Petrol,150003.0,Roox,1290000.0,Lahore,Cash,2016.0
TOYOTA,New,Petrol,14000.0,Corrolla Altis,2275000.0,Karachi,Cash,2016.0
SUZUKI,New,Petrol,40000.0,Wagon R,1200000.0,Lahore,Cash,2016.0
TOYOTA,Used,Petrol,24500.0,Fortuner,4980000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,33000.0,Corolla GLI,1870000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,19766.0,Corolla GLI,2060000.0,Karachi,Cash,2016.0
NISSAN,New,Petrol,38000.0,Dayz,1250000.0,Karachi,Cash,2016.0
DAIHATSU,Used,Petrol,59000.0,Atrai Wagon,980000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,44097.0,Corrolla Altis,2150000.0,Karachi,Cash,2016.0
HONDA,Used,Petrol,36000.0,City IVTEC,1700000.0,Lahore,Cash,2016.0
DAIHATSU,Used,Petrol,65000.0,Move,1230000.0,Karachi,Cash,2016.0
TOYOTA,New,Petrol,1.0,Corolla GLI,1837000.0,Karachi,Cash,2016.0
TOYOTA,New,Petrol,14488.0,Corolla GLI,2020000.0,Karachi,Cash,2016.0
SUZUKI,Used,Petrol,39000.0,Wagon R,1150000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,19600.0,Corolla GLI,1770000.0,Karachi,Cash,2016.0
SUZUKI,Used,Petrol,1200.0,Cultus VXR,200000.0,Islamabad,Installment/Leasing,2016.0
TOYOTA,Used,Petrol,55000.0,Corolla GLI,1890000.0,Karachi,Cash,2016.0
TOYOTA,New,Hybrid,12000.0,Aqua,2300000.0,Karachi,Cash,2016.0
HONDA,New,Petrol,18000.0,S660,1650000.0,Lahore,Cash,2016.0
DAIHATSU,Used,Petrol,61000.0,Mira,940000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,43000.0,Corolla GLI,1860000.0,Karachi,Cash,2016.0
TOYOTA,New,Petrol,15000.0,Corolla GLI,1975000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,65210.0,Corolla GLI,1850000.0,Karachi,Cash,2016.0
HONDA,New,Hybrid,17000.0,Fit,1990000.0,Karachi,Cash,2016.0
NISSAN,New,Petrol,20000.0,Dayz Highway Star,1235000.0,Karachi,Cash,2016.0
NISSAN,Used,Petrol,17000.0,Dayz Highway Star,240000.0,Karachi,Installment/Leasing,2016.0
SUZUKI,Used,Petrol,1.0,Every,925000.0,Lahore,Cash,2016.0
SUZUKI,Used,Petrol,20000.0,Alto,1350000.0,Lahore,Cash,2016.0
HONDA,Used,Petrol,37000.0,City IVTEC,1650000.0,Lahore,Cash,2016.0
HONDA,Used,Petrol,54000.0,City IVTEC,1550000.0,Lahore,Cash,2016.0
HONDA,Used,Petrol,65500.0,Civic Prosmetic,2180000.0,Islamabad,Cash,2016.0
DAIHATSU,Used,Petrol,60500.0,Mira,1075000.0,Karachi,Cash,2016.0
HONDA,New,Petrol,15000.0,Civic VTi Oriel Prosmatec,2450000.0,Karachi,Cash,2016.0
TOYOTA,Used,Petrol,16000.0,Corrolla Altis,2210000.0,Karachi,Cash,2016.0
FAW,Used,Petrol,16900.0,V2,975000.0,Karachi,Cash,2016.0
DAIHATSU,New,Petrol,10.0,Move,260000.0,Karachi,Installment/Leasing,2017.0
MITSUBISHI,New,Petrol,20.0,EK Custom,300000.0,Karachi,Installment/Leasing,2017.0
SUBARU,Used,Petrol,9000.0,Other,1425000.0,Lahore,Cash,2017.0
HONDA,New,Petrol,40000.0,City IVTEC,1665000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,45000.0,Cultus VXR,1150000.0,Lahore,Cash,2017.0
HONDA,Used,Petrol,35000.0,Civic VTi Oriel Prosmatec,2725000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,8000.0,BR-V,2325000.0,Karachi,Cash,2017.0
FAW,Used,Petrol,12800.0,X-PV,450000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,13000.0,Corolla GLI,2055000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,40.0,Mehran VX,720000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,3500.0,Passo,1400000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,15.0,Corolla GLI,2200000.0,Lahore,Cash,2017.0
HONDA,New,Petrol,9700.0,Civic VTi Oriel Prosmatec,2800000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,20892.0,City Aspire,1700000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,4800.0,Corrolla Altis,2500000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,40000.0,Mehran VX,720000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,23000.0,Mehran VXR,680000.0,Karachi,Cash,2017.0
DAIHATSU,New,Petrol,55000.0,Terios Kid,1270000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,7900.0,Civic VTi Oriel Prosmatec,2950000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,4300.0,Corolla GLI,2270000.0,Karachi,Cash,2017.0
TOYOTA,Used,Diesel,28200.0,Hilux,4700000.0,Karachi,Cash,2017.0
DAIHATSU,New,Petrol,67000.0,Hijet,800000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,21000.0,Corolla GLI,2110000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,10.0,Pixis Epoch,240000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,12000.0,Cultus VXR,1130000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,25000.0,Corrolla Altis,2450000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,10000.0,BR-V,2325000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,57000.0,Aqua,1625000.0,Islamabad,Cash,2017.0
HONDA,Used,Petrol,17500.0,City IVTEC,1785000.0,Islamabad,Cash,2017.0
SUZUKI,New,Petrol,20800.0,Wagon R,1225000.0,Lahore,Cash,2017.0
NISSAN,New,Petrol,73000.0,Kix,885000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,60000.0,Mira,1250000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,50000.0,Wagon R,660000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,110000.0,Corolla Fielder,2200000.0,Islamabad,Cash,2017.0
HONDA,Used,Petrol,18000.0,City IVTEC,1825000.0,Lahore,Cash,2017.0
TOYOTA,Used,Petrol,22500.0,Corrolla Altis,2925000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,10000.0,Mehran VXR,650000.0,Karachi,Cash,2017.0
NISSAN,Used,Petrol,31000.0,Clipper,920000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,38200.0,Mehran VXR,650000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,70000.0,Wagon R,1250000.0,Islamabad,Cash,2017.0
DAIHATSU,New,Petrol,651.0,Hijet,300000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,Used,Petrol,40000.0,Corolla GLI,1850000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,12000.0,Mehran VX,665000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,34000.0,Corolla GLI,2225000.0,Lahore,Cash,2017.0
HONDA,Used,Petrol,36000.0,City IVTEC,1750000.0,Lahore,Cash,2017.0
FAW,New,Petrol,5866.0,X-PV,950000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,60000.0,Cultus VXR,1040000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,63500.0,Every,975000.0,Lahore,Cash,2017.0
TOYOTA,Used,Petrol,16648.0,Corolla XLI,1950000.0,Karachi,Cash,2017.0
SUZUKI,Used,Cng,27000.0,Mehran VXR,710000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,27300.0,Corolla GLI,1990000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,57000.0,Corolla GLI,2000000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,48500.0,Corolla GLI,2050000.0,Lahore,Cash,2017.0
TOYOTA,New,Petrol,10241.0,Corrolla Altis,2900000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,25000.0,Civic VTi Oriel Prosmatec,3100000.0,Islamabad,Cash,2017.0
SUZUKI,Used,Petrol,22000.0,Wagon R,1215000.0,Lahore,Cash,2017.0
TOYOTA,New,Petrol,1961.0,Corolla GLI,2200000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,180000.0,Wagon R,1175000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,10.0,Hustler,300000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,26000.0,Wagon R,1150000.0,Karachi,Cash,2017.0
NISSAN,New,Petrol,10.0,Moco,230000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,36000.0,Corrolla Altis,2500000.0,Karachi,Cash,2017.0
DAIHATSU,New,Petrol,12000.0,Move,1220000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Diesel,18000.0,Hilux,4535000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,66000.0,Mira,1085000.0,Karachi,Cash,2017.0
SUZUKI,New,Cng,9000.0,Bolan,795000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,16000.0,Cultus VXL,1080000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,3580.0,Corolla GLI,2300000.0,Karachi,Cash,2017.0
MITSUBISHI,Used,Petrol,70000.0,Mirage,1175000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,6000.0,Mehran VXR,750000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,40206.0,Cultus VXL,1060000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,37000.0,N Box,1150000.0,Lahore,Cash,2017.0
SUZUKI,New,Petrol,9800.0,Mehran VXR,760000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,33.0,Vitz,380000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,9.0,Swift,280000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,Used,Diesel,21000.0,Hilux,4650000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,10.0,Pixis Epoch,250000.0,Karachi,Installment/Leasing,2017.0
HONDA,New,Petrol,7.0,City Aspire,340000.0,Karachi,Installment/Leasing,2017.0
FAW,Used,Petrol,6000.0,X-PV,1100000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,16000.0,Civic VTi Oriel Prosmatec,2800000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,20000.0,Wagon R,1260000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,16000.0,Mira,1575000.0,Abbottabad,Cash,2017.0
TOYOTA,Used,Petrol,11000.0,Corolla GLI,2240000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,8000.0,Wagon R,1210000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,22500.0,Corolla GLI,2225000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,65000.0,Mehran VX,600000.0,Islamabad,Installment/Leasing,2017.0
SUZUKI,Used,Petrol,29000.0,Alto,975000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,15000.0,Corolla GLI,2290000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,76000.0,Every,960000.0,Karachi,Cash,2017.0
SUZUKI,Used,Cng,27000.0,Cultus VXR,710000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,35000.0,Civic VTi Oriel Prosmatec,2780000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,7700.0,Swift,1580000.0,Lahore,Cash,2017.0
SUZUKI,New,Petrol,39102.0,Wagon R,1175000.0,Lahore,Cash,2017.0
TOYOTA,Used,Petrol,70000.0,Passo,1298000.0,Islamabad,Cash,2017.0
TOYOTA,New,Petrol,11000.0,Corolla XLI,1830000.0,Karachi,Cash,2017.0
DAIHATSU,New,Petrol,28000.0,Mira,1170000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,1.0,Passo,290000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,20000.0,Mehran VXR,769999.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,4100.0,Wagon R,1210000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,1000.0,Hijet,200000.0,Karachi,Installment/Leasing,2017.0
OTHER BRANDS,New,Petrol,750.0,Other,1350000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,20000.0,Bolan,80000.0,Nowshera,Installment/Leasing,2017.0
SUZUKI,Used,Petrol,35000.0,Wagon R,1191000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,26000.0,Cultus VXL,1350000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,10.0,Every,325000.0,Karachi,Installment/Leasing,2017.0
HONDA,New,Petrol,10.0,N One,300000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,35.0,Corolla Axio,540000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,Used,Petrol,24000.0,Corrolla Altis,2750000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,38000.0,Mehran VXR,775000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,78000.0,Hijet,975000.0,Lahore,Cash,2017.0
TOYOTA,Used,Petrol,25000.0,Corolla GLI,2360000.0,Islamabad,Cash,2017.0
TOYOTA,New,Petrol,30000.0,Corolla GLI,1975000.0,Lahore,Cash,2017.0
TOYOTA,New,Petrol,1500.0,Pixis Epoch,1500000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,105000.0,N Box,1100000.0,Lahore,Cash,2017.0
TOYOTA,New,Petrol,51000.0,Corolla GLI,2050000.0,Rawalpindi,Cash,2017.0
TOYOTA,New,Petrol,30.0,Avanza,800000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,12250.0,Corrolla Altis,2650000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,10.0,Corolla Fielder,540000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,27000.0,Wagon R,1190000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,74000.0,Cultus VXL,1118000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,30000.0,Civic VTi Oriel Prosmatec,2875000.0,Islamabad,Cash,2017.0
HONDA,New,Petrol,51000.0,City IVTEC,1770000.0,Lahore,Cash,2017.0
TOYOTA,New,Hybrid,7000.0,Vitz,2350000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,27000.0,Cultus VXR,1100000.0,Karachi,Cash,2017.0
MITSUBISHI,New,Petrol,10.0,Ek Wagon,240000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,Used,Petrol,32000.0,Corolla GLI,2250000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,70000.0,Vitz,1350000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,10000.0,Alto,980000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,77400.0,Wagon R,1040000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,60000.0,MR Wagon,1025000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,11500.0,City Aspire,2050000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,21000.0,Corolla GLI,2100000.0,Karachi,Cash,2017.0
MAZDA,Used,Petrol,120000.0,Scrum,890000.0,Karachi,Cash,2017.0
SUZUKI,Used,Cng,37000.0,Cultus VXR,1100000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,11000.0,Corolla XLI,2000000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,4000.0,Civic Prosmetic,2675000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,2000.0,Aqua,360000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,40000.0,Passo,1460000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,20000.0,Civic VTi Oriel Prosmatec,2850000.0,Lahore,Cash,2017.0
NISSAN,Used,Petrol,11800.0,Dayz,1275000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,38500.0,Mehran VXR,720000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,66500.0,Corolla GLI,2100000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,30000.0,Mehran VXR,720000.0,Islamabad,Cash,2017.0
HONDA,Used,Petrol,22000.0,BR-V,2330000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,72000.0,Wagon R,1050000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,17500.0,Corrolla Altis,2250000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,19000.0,Corolla XLI,1995000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,23500.0,Hilux,4600000.0,Karachi,Cash,2017.0
SUZUKI,New,Hybrid,1.0,Alto,980000.0,Karachi,Cash,2017.0
TOYOTA,Used,Hybrid,13000.0,Corolla Axio,2650000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,19000.0,Corrolla Altis,2250000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,21000.0,Corolla GLI,2355000.0,Rawalpindi,Cash,2017.0
HONDA,New,Petrol,9000.0,City IVTEC,1775000.0,Karachi,Cash,2017.0
TOYOTA,Used,Hybrid,58500.0,Aqua,1690000.0,Lahore,Cash,2017.0
HONDA,Used,Petrol,20000.0,City IVTEC,2000000.0,Lahore,Cash,2017.0
NISSAN,New,Petrol,16000.0,Dayz,1475000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,39000.0,N Wgn,1225000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,2222.0,City IVTEC,100000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,14000.0,Corolla GLI,2175000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,21900.0,Civic VTi Oriel Prosmatec,2725000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,16000.0,Mehran VXR,750000.0,Karachi,Cash,2017.0
DAIHATSU,New,Petrol,10.0,Mira,200000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,20.0,Corolla XLI,420000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,22000.0,Cultus VXL,1425000.0,Lahore,Cash,2017.0
HONDA,Used,Petrol,22000.0,Civic Prosmetic,2480000.0,Islamabad,Cash,2017.0
FAW,Used,Petrol,24000.0,V2,1035000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,125003.0,Civic VTi Oriel Prosmatec,2875000.0,Islamabad,Cash,2017.0
TOYOTA,New,Petrol,30.0,Corolla Fielder,500000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,Used,Petrol,60200.0,Wagon R,1170000.0,Lahore,Cash,2017.0
TOYOTA,Used,Petrol,8600.0,Other,2750000.0,Karachi,Cash,2017.0
TOYOTA,Used,Diesel,23000.0,Hilux,4050000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,80000.0,Wagon R Stingray,1050000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,17000.0,Corolla GLI,2175000.0,Karachi,Cash,2017.0
NISSAN,New,Petrol,31000.0,Clipper,820000.0,Lahore,Cash,2017.0
SUZUKI,New,Petrol,5000.0,Hustler,1350000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,17000.0,Corrolla Altis,2870000.0,Islamabad,Cash,2017.0
TOYOTA,New,Petrol,5000.0,Vitz,2450000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,22000.0,Corolla GLI,2300000.0,Karachi,Installment/Leasing,2017.0
BMW,New,Petrol,8500.0,X1,5950000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,1500.0,Alto,1300000.0,Karachi,Cash,2017.0
NISSAN,New,Petrol,26000.0,Dayz,1100000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,1.0,Vamos,850000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,36000.0,Mira,1250000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,28000.0,Mehran VX,740000.0,Islamabad,Cash,2017.0
SUZUKI,Used,Petrol,20000.0,Mehran VX,720000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,9200.0,Hijet,930000.0,Karachi,Cash,2017.0
NISSAN,New,Petrol,5000.0,Dayz,1300000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,14500.0,Bolan,850000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,36000.0,Swift,1290000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,37000.0,Alto,1070000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,14000.0,Corolla GLI,2178000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,23750.0,Mehran VXR,715000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,10200.0,BR-V,2290000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,10.0,Swift,300000.0,Karachi,Installment/Leasing,2017.0
NISSAN,New,Petrol,52000.0,Dayz Highway Star,10650000.0,Karachi,Cash,2017.0
DAIHATSU,New,Petrol,33500.0,Mira,1170000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,13500.0,Vitz,1800000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,15997.0,Wagon R,1250000.0,Lahore,Cash,2017.0
HONDA,Used,Petrol,7200.0,Civic VTi Oriel Prosmatec,2875000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,25000.0,Alto,1000000.0,Karachi,Cash,2017.0
HONDA,Used,Petrol,15000.0,Other,2800000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,62225.0,Alto,1100000.0,Lahore,Cash,2017.0
TOYOTA,New,Petrol,11000.0,Corrolla Altis,2180000.0,Islamabad,Cash,2017.0
HONDA,New,Petrol,1800.0,Civic VTi Oriel,2700000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,13950.0,Corolla GLI,2050000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,74000.0,Cultus VXR,1098000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,31000.0,Corrolla Altis,2250000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,19000.0,Cultus VXR,1065000.0,Karachi,Cash,2017.0
HONDA,New,Petrol,350.0,City Aspire,400000.0,Karachi,Installment/Leasing,2017.0
HONDA,New,Petrol,5.0,City IDSI,500000.0,Karachi,Installment/Leasing,2017.0
HONDA,New,Petrol,19300.0,City Aspire,2150000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,280000.0,Wagon R,1180000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,8500.0,Corolla GLI,2275000.0,Karachi,Cash,2017.0
MITSUBISHI,Used,Petrol,20000.0,Ek Wagon,850000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,12345.0,Corolla XLI,1900000.0,Islamabad,Cash,2017.0
FAW,Used,Petrol,45000.0,X-PV,875000.0,Lahore,Installment/Leasing,2017.0
SUZUKI,New,Petrol,19150.0,Cultus VXR,1125000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,10000.0,Alto,240000.0,Karachi,Installment/Leasing,2017.0
SUZUKI,New,Petrol,26000.0,Wagon R,1100000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,25000.0,Ravi,795000.0,Rawalpindi,Cash,2017.0
HONDA,Used,Petrol,45000.0,N Box,1035000.0,Lahore,Cash,2017.0
TOYOTA,Used,Petrol,18500.0,Corolla GLI,2000000.0,Karachi,Cash,2017.0
TOYOTA,Used,Diesel,5000.0,Hilux,4750000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,60000.0,Wagon R,1200000.0,Lahore,Cash,2017.0
SUZUKI,Used,Petrol,2222.0,Cultus VXR,222222.0,Islamabad,Installment/Leasing,2017.0
SUZUKI,New,Petrol,1.0,Swift,240000.0,Karachi,Installment/Leasing,2017.0
DAIHATSU,New,Petrol,8.0,Mira,265000.0,Karachi,Installment/Leasing,2017.0
DAIHATSU,New,Petrol,36000.0,Mira,1195000.0,Karachi,Cash,2017.0
KIA,Used,Petrol,50000.0,Other,400000.0,Karachi,Installment/Leasing,2017.0
NISSAN,Used,Petrol,40000.0,Dayz,1125000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,24700.0,Cultus VXL,1090000.0,Karachi,Cash,2017.0
DAIHATSU,Used,Petrol,60000.0,Move,1200000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,48545.0,Corolla GLI,2250000.0,Islamabad,Cash,2017.0
TOYOTA,Used,Petrol,28000.0,Corolla GLI,2150000.0,Islamabad,Cash,2017.0
SUZUKI,New,Petrol,29000.0,Mehran VXR,780000.0,Islamabad,Cash,2017.0
LEXUS,New,Cng,200.0,Gx Series,900000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,18500.0,Corolla GLI,2050000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,23945.0,Corolla GLI,2000000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,8500.0,Corrolla Altis,2865000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,25000.0,Aqua,1800000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,1500.0,Rav4,490000.0,Karachi,Installment/Leasing,2017.0
HONDA,Used,Petrol,21000.0,BR-V,2300000.0,Karachi,Cash,2017.0
TOYOTA,Used,Petrol,44000.0,Vitz,1740000.0,Karachi,Cash,2017.0
TOYOTA,Used,Diesel,42000.0,Hilux,4550000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,45000.0,Wagon R,1100000.0,Karachi,Cash,2017.0
TOYOTA,New,Diesel,24000.0,Other,4850000.0,Karachi,Cash,2017.0
TOYOTA,New,Petrol,14426.0,Corrolla Altis,2310000.0,Karachi,Cash,2017.0
SUZUKI,New,Petrol,26000.0,Wagon R,1180000.0,Karachi,Cash,2017.0
FAW,Used,Petrol,9000.0,V2,180000.0,Lahore,Installment/Leasing,2017.0
TOYOTA,New,Petrol,366.0,Prado,2000000.0,Karachi,Installment/Leasing,2017.0
TOYOTA,New,Petrol,453.0,Vitz,300000.0,Karachi,Installment/Leasing,2017.0
DAIHATSU,New,Petrol,65000.0,Mira,1010000.0,Karachi,Cash,2017.0
SUZUKI,Used,Petrol,21600.0,Mehran VXR,745000.0,Karachi,Cash,2017.0
